;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 12/30/2020 7:43:18 PM
;----------------------------------------------

;Address Opcode 	ASM
0x054E	0x0657      	XORWF      _SetMoistR, 0
L__main58:
0x054F	0x1903      	BTFSC      STATUS, 2
0x0550	0x2D14      	GOTO       L_main22
0x0551	0x3000      	MOVLW      0
0x0552	0x0658      	XORWF      _SetMoistR+1, 0
0x0553	0x1D03      	BTFSS      STATUS, 2
0x0554	0x2D57      	GOTO       L__main59
0x0555	0x3002      	MOVLW      2
0x0556	0x0657      	XORWF      _SetMoistR, 0
L__main59:
0x0557	0x1903      	BTFSC      STATUS, 2
0x0558	0x2D19      	GOTO       L_main23
0x0559	0x3000      	MOVLW      0
0x055A	0x0658      	XORWF      _SetMoistR+1, 0
0x055B	0x1D03      	BTFSS      STATUS, 2
0x055C	0x2D5F      	GOTO       L__main60
0x055D	0x3003      	MOVLW      3
0x055E	0x0657      	XORWF      _SetMoistR, 0
L__main60:
0x055F	0x1903      	BTFSC      STATUS, 2
0x0560	0x2D1E      	GOTO       L_main24
0x0561	0x3000      	MOVLW      0
0x0562	0x0658      	XORWF      _SetMoistR+1, 0
0x0563	0x1D03      	BTFSS      STATUS, 2
0x0564	0x2D67      	GOTO       L__main61
0x0565	0x3004      	MOVLW      4
0x0566	0x0657      	XORWF      _SetMoistR, 0
L__main61:
0x0567	0x1903      	BTFSC      STATUS, 2
0x0568	0x2D23      	GOTO       L_main25
0x0569	0x3000      	MOVLW      0
0x056A	0x0658      	XORWF      _SetMoistR+1, 0
0x056B	0x1D03      	BTFSS      STATUS, 2
0x056C	0x2D6F      	GOTO       L__main62
0x056D	0x3005      	MOVLW      5
0x056E	0x0657      	XORWF      _SetMoistR, 0
L__main62:
0x056F	0x1903      	BTFSC      STATUS, 2
0x0570	0x2D28      	GOTO       L_main26
0x0571	0x3000      	MOVLW      0
0x0572	0x0658      	XORWF      _SetMoistR+1, 0
0x0573	0x1D03      	BTFSS      STATUS, 2
0x0574	0x2D77      	GOTO       L__main63
0x0575	0x3006      	MOVLW      6
0x0576	0x0657      	XORWF      _SetMoistR, 0
L__main63:
0x0577	0x1903      	BTFSC      STATUS, 2
0x0578	0x2D2D      	GOTO       L_main27
0x0579	0x3000      	MOVLW      0
0x057A	0x0658      	XORWF      _SetMoistR+1, 0
0x057B	0x1D03      	BTFSS      STATUS, 2
0x057C	0x2D7F      	GOTO       L__main64
0x057D	0x3007      	MOVLW      7
0x057E	0x0657      	XORWF      _SetMoistR, 0
L__main64:
0x057F	0x1903      	BTFSC      STATUS, 2
0x0580	0x2D32      	GOTO       L_main28
0x0581	0x3000      	MOVLW      0
0x0582	0x0658      	XORWF      _SetMoistR+1, 0
0x0583	0x1D03      	BTFSS      STATUS, 2
0x0584	0x2D87      	GOTO       L__main65
0x0585	0x3008      	MOVLW      8
0x0586	0x0657      	XORWF      _SetMoistR, 0
L__main65:
0x0587	0x1903      	BTFSC      STATUS, 2
0x0588	0x2D37      	GOTO       L_main29
0x0589	0x3000      	MOVLW      0
0x058A	0x0658      	XORWF      _SetMoistR+1, 0
0x058B	0x1D03      	BTFSS      STATUS, 2
0x058C	0x2D8F      	GOTO       L__main66
0x058D	0x3009      	MOVLW      9
0x058E	0x0657      	XORWF      _SetMoistR, 0
L__main66:
0x058F	0x1903      	BTFSC      STATUS, 2
0x0590	0x2D3C      	GOTO       L_main30
L_main20:
;TheProject.c,150 :: 		SetMoistL= (SetMoist/10) % 10;
0x0591	0x300A      	MOVLW      10
0x0592	0x00F4      	MOVWF      R4
0x0593	0x3000      	MOVLW      0
0x0594	0x00F5      	MOVWF      R4+1
0x0595	0x0853      	MOVF       _SetMoist, 0
0x0596	0x00F0      	MOVWF      R0
0x0597	0x0854      	MOVF       _SetMoist+1, 0
0x0598	0x00F1      	MOVWF      R0+1
0x0599	0x2401      	CALL       _Div_16x16_S
0x059A	0x300A      	MOVLW      10
0x059B	0x00F4      	MOVWF      R4
0x059C	0x3000      	MOVLW      0
0x059D	0x00F5      	MOVWF      R4+1
0x059E	0x2401      	CALL       _Div_16x16_S
0x059F	0x0878      	MOVF       R8, 0
0x05A0	0x00F0      	MOVWF      R0
0x05A1	0x0879      	MOVF       R8+1, 0
0x05A2	0x00F1      	MOVWF      R0+1
0x05A3	0x0870      	MOVF       R0, 0
0x05A4	0x00D0      	MOVWF      _SetMoistL
0x05A5	0x0871      	MOVF       R0+1, 0
0x05A6	0x00D1      	MOVWF      _SetMoistL+1
;TheProject.c,151 :: 		switch (SetMoistL) {
0x05A7	0x2DDA      	GOTO       L_main31
;TheProject.c,152 :: 		case 0: SetMoistL=0x3F; break;
L_main33:
0x05A8	0x303F      	MOVLW      63
0x05A9	0x00D0      	MOVWF      _SetMoistL
0x05AA	0x3000      	MOVLW      0
0x05AB	0x00D1      	MOVWF      _SetMoistL+1
0x05AC	0x2E2A      	GOTO       L_main32
;TheProject.c,153 :: 		case 1: SetMoistL=0x06; break;
L_main34:
0x05AD	0x3006      	MOVLW      6
0x05AE	0x00D0      	MOVWF      _SetMoistL
0x05AF	0x3000      	MOVLW      0
0x05B0	0x00D1      	MOVWF      _SetMoistL+1
0x05B1	0x2E2A      	GOTO       L_main32
;TheProject.c,154 :: 		case 2: SetMoistL=0x5B; break;
L_main35:
0x05B2	0x305B      	MOVLW      91
0x05B3	0x00D0      	MOVWF      _SetMoistL
0x05B4	0x3000      	MOVLW      0
0x05B5	0x00D1      	MOVWF      _SetMoistL+1
0x05B6	0x2E2A      	GOTO       L_main32
;TheProject.c,155 :: 		case 3: SetmoistL=0x4F; break;
L_main36:
0x05B7	0x304F      	MOVLW      79
0x05B8	0x00D0      	MOVWF      _SetMoistL
0x05B9	0x3000      	MOVLW      0
0x05BA	0x00D1      	MOVWF      _SetMoistL+1
0x05BB	0x2E2A      	GOTO       L_main32
;TheProject.c,156 :: 		case 4: SetmoistL=0x66; break;
L_main37:
0x05BC	0x3066      	MOVLW      102
0x05BD	0x00D0      	MOVWF      _SetMoistL
0x05BE	0x3000      	MOVLW      0
0x05BF	0x00D1      	MOVWF      _SetMoistL+1
0x05C0	0x2E2A      	GOTO       L_main32
;TheProject.c,157 :: 		case 5: SetmoistL=0x6D; break;
L_main38:
0x05C1	0x306D      	MOVLW      109
0x05C2	0x00D0      	MOVWF      _SetMoistL
0x05C3	0x3000      	MOVLW      0
0x05C4	0x00D1      	MOVWF      _SetMoistL+1
0x05C5	0x2E2A      	GOTO       L_main32
;TheProject.c,158 :: 		case 6: SetmoistL=0x7D; break;
L_main39:
0x05C6	0x307D      	MOVLW      125
0x05C7	0x00D0      	MOVWF      _SetMoistL
0x05C8	0x3000      	MOVLW      0
0x05C9	0x00D1      	MOVWF      _SetMoistL+1
0x05CA	0x2E2A      	GOTO       L_main32
;TheProject.c,159 :: 		case 7: SetmoistL=0x07; break;
L_main40:
0x05CB	0x3007      	MOVLW      7
0x05CC	0x00D0      	MOVWF      _SetMoistL
0x05CD	0x3000      	MOVLW      0
0x05CE	0x00D1      	MOVWF      _SetMoistL+1
0x05CF	0x2E2A      	GOTO       L_main32
;TheProject.c,160 :: 		case 8: SetmoistL=0x7F; break;
L_main41:
0x05D0	0x307F      	MOVLW      127
0x05D1	0x00D0      	MOVWF      _SetMoistL
0x05D2	0x3000      	MOVLW      0
0x05D3	0x00D1      	MOVWF      _SetMoistL+1
0x05D4	0x2E2A      	GOTO       L_main32
;TheProject.c,161 :: 		case 9: SetmoistL=0x6F; break;
L_main42:
0x05D5	0x306F      	MOVLW      111
0x05D6	0x00D0      	MOVWF      _SetMoistL
0x05D7	0x3000      	MOVLW      0
0x05D8	0x00D1      	MOVWF      _SetMoistL+1
0x05D9	0x2E2A      	GOTO       L_main32
;TheProject.c,162 :: 		}
L_main31:
0x05DA	0x3000      	MOVLW      0
0x05DB	0x0651      	XORWF      _SetMoistL+1, 0
0x05DC	0x1D03      	BTFSS      STATUS, 2
0x05DD	0x2DE0      	GOTO       L__main67
0x05DE	0x3000      	MOVLW      0
0x05DF	0x0650      	XORWF      _SetMoistL, 0
L__main67:
0x05E0	0x1903      	BTFSC      STATUS, 2
0x05E1	0x2DA8      	GOTO       L_main33
0x05E2	0x3000      	MOVLW      0
0x05E3	0x0651      	XORWF      _SetMoistL+1, 0
0x05E4	0x1D03      	BTFSS      STATUS, 2
0x05E5	0x2DE8      	GOTO       L__main68
0x05E6	0x3001      	MOVLW      1
0x05E7	0x0650      	XORWF      _SetMoistL, 0
L__main68:
0x05E8	0x1903      	BTFSC      STATUS, 2
0x05E9	0x2DAD      	GOTO       L_main34
0x05EA	0x3000      	MOVLW      0
0x05EB	0x0651      	XORWF      _SetMoistL+1, 0
0x05EC	0x1D03      	BTFSS      STATUS, 2
0x05ED	0x2DF0      	GOTO       L__main69
0x05EE	0x3002      	MOVLW      2
0x05EF	0x0650      	XORWF      _SetMoistL, 0
L__main69:
0x05F0	0x1903      	BTFSC      STATUS, 2
0x05F1	0x2DB2      	GOTO       L_main35
0x05F2	0x3000      	MOVLW      0
0x05F3	0x0651      	XORWF      _SetMoistL+1, 0
0x05F4	0x1D03      	BTFSS      STATUS, 2
0x05F5	0x2DF8      	GOTO       L__main70
0x05F6	0x3003      	MOVLW      3
0x05F7	0x0650      	XORWF      _SetMoistL, 0
L__main70:
0x05F8	0x1903      	BTFSC      STATUS, 2
0x05F9	0x2DB7      	GOTO       L_main36
0x05FA	0x3000      	MOVLW      0
0x05FB	0x0651      	XORWF      _SetMoistL+1, 0
0x05FC	0x1D03      	BTFSS      STATUS, 2
0x05FD	0x2E00      	GOTO       L__main71
0x05FE	0x3004      	MOVLW      4
0x05FF	0x0650      	XORWF      _SetMoistL, 0
L__main71:
0x0600	0x1903      	BTFSC      STATUS, 2
0x0601	0x2DBC      	GOTO       L_main37
0x0602	0x3000      	MOVLW      0
0x0603	0x0651      	XORWF      _SetMoistL+1, 0
0x0604	0x1D03      	BTFSS      STATUS, 2
0x0605	0x2E08      	GOTO       L__main72
0x0606	0x3005      	MOVLW      5
0x0607	0x0650      	XORWF      _SetMoistL, 0
L__main72:
0x0608	0x1903      	BTFSC      STATUS, 2
0x0609	0x2DC1      	GOTO       L_main38
0x060A	0x3000      	MOVLW      0
0x060B	0x0651      	XORWF      _SetMoistL+1, 0
0x060C	0x1D03      	BTFSS      STATUS, 2
0x060D	0x2E10      	GOTO       L__main73
0x060E	0x3006      	MOVLW      6
0x060F	0x0650      	XORWF      _SetMoistL, 0
L__main73:
0x0610	0x1903      	BTFSC      STATUS, 2
0x0611	0x2DC6      	GOTO       L_main39
0x0612	0x3000      	MOVLW      0
0x0613	0x0651      	XORWF      _SetMoistL+1, 0
0x0614	0x1D03      	BTFSS      STATUS, 2
0x0615	0x2E18      	GOTO       L__main74
0x0616	0x3007      	MOVLW      7
0x0617	0x0650      	XORWF      _SetMoistL, 0
L__main74:
0x0618	0x1903      	BTFSC      STATUS, 2
0x0619	0x2DCB      	GOTO       L_main40
0x061A	0x3000      	MOVLW      0
0x061B	0x0651      	XORWF      _SetMoistL+1, 0
0x061C	0x1D03      	BTFSS      STATUS, 2
0x061D	0x2E20      	GOTO       L__main75
0x061E	0x3008      	MOVLW      8
0x061F	0x0650      	XORWF      _SetMoistL, 0
L__main75:
0x0620	0x1903      	BTFSC      STATUS, 2
0x0621	0x2DD0      	GOTO       L_main41
0x0622	0x3000      	MOVLW      0
0x0623	0x0651      	XORWF      _SetMoistL+1, 0
0x0624	0x1D03      	BTFSS      STATUS, 2
0x0625	0x2E28      	GOTO       L__main76
0x0626	0x3009      	MOVLW      9
0x0627	0x0650      	XORWF      _SetMoistL, 0
L__main76:
0x0628	0x1903      	BTFSC      STATUS, 2
0x0629	0x2DD5      	GOTO       L_main42
L_main32:
;TheProject.c,164 :: 		}
L_main18:
;TheProject.c,166 :: 		portd=SetmoistR;
0x062A	0x0857      	MOVF       _SetMoistR, 0
0x062B	0x0088      	MOVWF      PORTD
;TheProject.c,167 :: 		portc.b7=0;
0x062C	0x1387      	BCF        PORTC, 7
;TheProject.c,168 :: 		portd.b7=1;
0x062D	0x1788      	BSF        PORTD, 7
;TheProject.c,169 :: 		delay_ms(100);
0x062E	0x3002      	MOVLW      2
0x062F	0x00FB      	MOVWF      R11
0x0630	0x3004      	MOVLW      4
0x0631	0x00FC      	MOVWF      R12
0x0632	0x30BA      	MOVLW      186
0x0633	0x00FD      	MOVWF      R13
L_main43:
0x0634	0x0BFD      	DECFSZ     R13, 1
0x0635	0x2E34      	GOTO       L_main43
0x0636	0x0BFC      	DECFSZ     R12, 1
0x0637	0x2E34      	GOTO       L_main43
0x0638	0x0BFB      	DECFSZ     R11, 1
0x0639	0x2E34      	GOTO       L_main43
0x063A	0x0000      	NOP
;TheProject.c,170 :: 		portd=SetmoistL;
0x063B	0x0850      	MOVF       _SetMoistL, 0
0x063C	0x0088      	MOVWF      PORTD
;TheProject.c,171 :: 		portd.b7=0;
0x063D	0x1388      	BCF        PORTD, 7
;TheProject.c,172 :: 		portc.b7=1;
0x063E	0x1787      	BSF        PORTC, 7
;TheProject.c,173 :: 		delay_ms(50);
0x063F	0x3082      	MOVLW      130
0x0640	0x00FC      	MOVWF      R12
0x0641	0x30DD      	MOVLW      221
0x0642	0x00FD      	MOVWF      R13
L_main44:
0x0643	0x0BFD      	DECFSZ     R13, 1
0x0644	0x2E43      	GOTO       L_main44
0x0645	0x0BFC      	DECFSZ     R12, 1
0x0646	0x2E43      	GOTO       L_main44
0x0647	0x0000      	NOP
0x0648	0x0000      	NOP
;TheProject.c,177 :: 		buffer[0] = (getMoist/10)%10 +48;
0x0649	0x300A      	MOVLW      10
0x064A	0x00F4      	MOVWF      R4
0x064B	0x3000      	MOVLW      0
0x064C	0x00F5      	MOVWF      R4+1
0x064D	0x082C      	MOVF       _getMoist, 0
0x064E	0x00F0      	MOVWF      R0
0x064F	0x082D      	MOVF       _getMoist+1, 0
0x0650	0x00F1      	MOVWF      R0+1
0x0651	0x2401      	CALL       _Div_16x16_S
0x0652	0x300A      	MOVLW      10
0x0653	0x00F4      	MOVWF      R4
0x0654	0x3000      	MOVLW      0
0x0655	0x00F5      	MOVWF      R4+1
0x0656	0x2401      	CALL       _Div_16x16_S
0x0657	0x0878      	MOVF       R8, 0
0x0658	0x00F0      	MOVWF      R0
0x0659	0x0879      	MOVF       R8+1, 0
0x065A	0x00F1      	MOVWF      R0+1
0x065B	0x3030      	MOVLW      48
0x065C	0x07F0      	ADDWF      R0, 1
0x065D	0x0852      	MOVF       _buffer, 0
0x065E	0x0084      	MOVWF      FSR
0x065F	0x0870      	MOVF       R0, 0
0x0660	0x0080      	MOVWF      INDF
;TheProject.c,178 :: 		buffer[1] = (getMoist)%10+48;
0x0661	0x0A52      	INCF       _buffer, 0
0x0662	0x00E6      	MOVWF      FLOC__main
0x0663	0x300A      	MOVLW      10
0x0664	0x00F4      	MOVWF      R4
0x0665	0x3000      	MOVLW      0
0x0666	0x00F5      	MOVWF      R4+1
0x0667	0x082C      	MOVF       _getMoist, 0
0x0668	0x00F0      	MOVWF      R0
0x0669	0x082D      	MOVF       _getMoist+1, 0
0x066A	0x00F1      	MOVWF      R0+1
0x066B	0x2401      	CALL       _Div_16x16_S
0x066C	0x0878      	MOVF       R8, 0
0x066D	0x00F0      	MOVWF      R0
0x066E	0x0879      	MOVF       R8+1, 0
0x066F	0x00F1      	MOVWF      R0+1
0x0670	0x3030      	MOVLW      48
0x0671	0x07F0      	ADDWF      R0, 1
0x0672	0x0866      	MOVF       FLOC__main, 0
0x0673	0x0084      	MOVWF      FSR
0x0674	0x0870      	MOVF       R0, 0
0x0675	0x0080      	MOVWF      INDF
;TheProject.c,179 :: 		lcd_chr(2,8,buffer[0]);
0x0676	0x3002      	MOVLW      2
0x0677	0x00E7      	MOVWF      FARG_Lcd_Chr_row
0x0678	0x3008      	MOVLW      8
0x0679	0x00E8      	MOVWF      FARG_Lcd_Chr_column
0x067A	0x0852      	MOVF       _buffer, 0
0x067B	0x0084      	MOVWF      FSR
0x067C	0x0800      	MOVF       INDF, 0
0x067D	0x00E9      	MOVWF      FARG_Lcd_Chr_out_char
0x067E	0x23CC      	CALL       _Lcd_Chr
;TheProject.c,180 :: 		lcd_chr(2,9,buffer[1]);
0x067F	0x3002      	MOVLW      2
0x0680	0x00E7      	MOVWF      FARG_Lcd_Chr_row
0x0681	0x3009      	MOVLW      9
0x0682	0x00E8      	MOVWF      FARG_Lcd_Chr_column
0x0683	0x0A52      	INCF       _buffer, 0
0x0684	0x0084      	MOVWF      FSR
0x0685	0x0800      	MOVF       INDF, 0
0x0686	0x00E9      	MOVWF      FARG_Lcd_Chr_out_char
0x0687	0x23CC      	CALL       _Lcd_Chr
;TheProject.c,181 :: 		lcd_chr(2,11,'%');
0x0688	0x3002      	MOVLW      2
0x0689	0x00E7      	MOVWF      FARG_Lcd_Chr_row
0x068A	0x300B      	MOVLW      11
0x068B	0x00E8      	MOVWF      FARG_Lcd_Chr_column
0x068C	0x3025      	MOVLW      37
0x068D	0x00E9      	MOVWF      FARG_Lcd_Chr_out_char
0x068E	0x23CC      	CALL       _Lcd_Chr
;TheProject.c,183 :: 		if(turnON==1)
0x068F	0x3000      	MOVLW      0
0x0690	0x062B      	XORWF      _turnON+1, 0
0x0691	0x1D03      	BTFSS      STATUS, 2
0x0692	0x2E95      	GOTO       L__main77
0x0693	0x3001      	MOVLW      1
0x0694	0x062A      	XORWF      _turnON, 0
L__main77:
0x0695	0x1D03      	BTFSS      STATUS, 2
0x0696	0x2E9B      	GOTO       L_main45
;TheProject.c,185 :: 		LCD_ON;
0x0697	0x300C      	MOVLW      12
0x0698	0x00EC      	MOVWF      FARG_Lcd_Cmd_out_char
0x0699	0x20F7      	CALL       _Lcd_Cmd
;TheProject.c,186 :: 		}
0x069A	0x2E9E      	GOTO       L_main46
L_main45:
;TheProject.c,189 :: 		LCD_OFF;
0x069B	0x3008      	MOVLW      8
0x069C	0x00EC      	MOVWF      FARG_Lcd_Cmd_out_char
0x069D	0x20F7      	CALL       _Lcd_Cmd
;TheProject.c,190 :: 		}
L_main46:
;TheProject.c,192 :: 		} //while
0x069E	0x2CF1      	GOTO       L_main16
;TheProject.c,195 :: 		}       //main
L_end_main:
0x069F	0x2E9F      	GOTO       $+0
; end of _main
0x06DC	0x302A      	MOVLW      42
0x06DD	0x0084      	MOVWF      FSR
0x06DE	0x3037      	MOVLW      55
0x06DF	0x1283      	BCF        STATUS, 5
0x06E0	0x1303      	BCF        STATUS, 6
0x06E1	0x00F0      	MOVWF      R0
0x06E2	0x30A5      	MOVLW      165
0x06E3	0x00E1      	MOVWF      ___DoICPAddr
0x06E4	0x3006      	MOVLW      6
0x06E5	0x00E2      	MOVWF      98
0x06E6	0x21C5      	CALL       453
0x06E7	0x0008      	RETURN
;TheProject.c,0 :: ?ICS_turnON
0x06A5	0x3401 ;?ICS_turnON+0
0x06A6	0x3400 ;?ICS_turnON+1
; end of ?ICS_turnON
;TheProject.c,0 :: ?ICS_getMoist
0x06A7	0x3400 ;?ICS_getMoist+0
0x06A8	0x3400 ;?ICS_getMoist+1
; end of ?ICS_getMoist
;TheProject.c,0 :: ?ICS?lstr2_TheProject
0x06A9	0x3443 ;?ICS?lstr2_TheProject+0
0x06AA	0x3461 ;?ICS?lstr2_TheProject+1
0x06AB	0x346C ;?ICS?lstr2_TheProject+2
0x06AC	0x3463 ;?ICS?lstr2_TheProject+3
0x06AD	0x3475 ;?ICS?lstr2_TheProject+4
0x06AE	0x346C ;?ICS?lstr2_TheProject+5
0x06AF	0x3461 ;?ICS?lstr2_TheProject+6
0x06B0	0x3474 ;?ICS?lstr2_TheProject+7
0x06B1	0x3469 ;?ICS?lstr2_TheProject+8
0x06B2	0x346E ;?ICS?lstr2_TheProject+9
0x06B3	0x3467 ;?ICS?lstr2_TheProject+10
0x06B4	0x3400 ;?ICS?lstr2_TheProject+11
; end of ?ICS?lstr2_TheProject
;TheProject.c,0 :: ?ICS?lstr3_TheProject
0x06B5	0x344D ;?ICS?lstr3_TheProject+0
0x06B6	0x346F ;?ICS?lstr3_TheProject+1
0x06B7	0x3469 ;?ICS?lstr3_TheProject+2
0x06B8	0x3473 ;?ICS?lstr3_TheProject+3
0x06B9	0x3474 ;?ICS?lstr3_TheProject+4
0x06BA	0x3475 ;?ICS?lstr3_TheProject+5
0x06BB	0x3472 ;?ICS?lstr3_TheProject+6
0x06BC	0x3465 ;?ICS?lstr3_TheProject+7
0x06BD	0x342E ;?ICS?lstr3_TheProject+8
0x06BE	0x342E ;?ICS?lstr3_TheProject+9
0x06BF	0x342E ;?ICS?lstr3_TheProject+10
0x06C0	0x3400 ;?ICS?lstr3_TheProject+11
; end of ?ICS?lstr3_TheProject
;TheProject.c,0 :: ?ICS?lstr4_TheProject
0x06C1	0x344D ;?ICS?lstr4_TheProject+0
0x06C2	0x346F ;?ICS?lstr4_TheProject+1
0x06C3	0x3469 ;?ICS?lstr4_TheProject+2
0x06C4	0x3473 ;?ICS?lstr4_TheProject+3
0x06C5	0x3474 ;?ICS?lstr4_TheProject+4
0x06C6	0x3475 ;?ICS?lstr4_TheProject+5
0x06C7	0x3472 ;?ICS?lstr4_TheProject+6
0x06C8	0x3465 ;?ICS?lstr4_TheProject+7
0x06C9	0x343A ;?ICS?lstr4_TheProject+8
0x06CA	0x3400 ;?ICS?lstr4_TheProject+9
; end of ?ICS?lstr4_TheProject
;TheProject.c,0 :: ?ICS_SetMoistL
0x06CB	0x3400 ;?ICS_SetMoistL+0
0x06CC	0x3400 ;?ICS_SetMoistL+1
; end of ?ICS_SetMoistL
;TheProject.c,0 :: ?ICS_buffer
0x06CD	0x3459 ;?ICS_buffer+0
; end of ?ICS_buffer
;TheProject.c,0 :: ?ICS_SetMoist
0x06CE	0x3455 ;?ICS_SetMoist+0
0x06CF	0x3400 ;?ICS_SetMoist+1
; end of ?ICS_SetMoist
;TheProject.c,0 :: ?ICS_cset
0x06D0	0x3400 ;?ICS_cset+0
0x06D1	0x3400 ;?ICS_cset+1
; end of ?ICS_cset
;TheProject.c,0 :: ?ICS_SetMoistR
0x06D2	0x3400 ;?ICS_SetMoistR+0
0x06D3	0x3400 ;?ICS_SetMoistR+1
; end of ?ICS_SetMoistR
;TheProject.c,0 :: ?ICS?lstr1_TheProject
0x06D4	0x3430 ;?ICS?lstr1_TheProject+0
0x06D5	0x3430 ;?ICS?lstr1_TheProject+1
0x06D6	0x3400 ;?ICS?lstr1_TheProject+2
; end of ?ICS?lstr1_TheProject
;__Lib_ADC_A_C.c,0 :: ?ICS_vref_mask
0x06D7	0x340F ;?ICS_vref_mask+0
; end of ?ICS_vref_mask
;TheProject.c,0 :: ?ICS_sensingCounter
0x06D8	0x3400 ;?ICS_sensingCounter+0
0x06D9	0x3400 ;?ICS_sensingCounter+1
; end of ?ICS_sensingCounter
;TheProject.c,0 :: ?ICS_screenCounter
0x06DA	0x3400 ;?ICS_screenCounter+0
0x06DB	0x3400 ;?ICS_screenCounter+1
; end of ?ICS_screenCounter
Symbol List:
//** Routines locations **
//ADDRESS    SIZE    PROCEDURE
//----------------------------------------------
0x0004     [197]    _interrupt
0x00C9       [3]    _Delay_1us
0x00CC       [7]    _Delay_50us
0x00D3      [13]    _Delay_5500us
0x00E0       [7]    _RES032
0x00E7      [12]    _SETFUN32
0x00F3       [4]    _FIXSIGN32
0x00F7      [64]    _Lcd_Cmd
0x0137       [7]    _____DoICP
0x013E       [8]    _Lcd_Chr_CP
0x0146      [44]    _Div_16x16_S_L
0x0172      [12]    _SETFOV32
0x017E       [8]    _Delay_22us
0x0186       [3]    _SETFDZ32
0x0189      [13]    _SETIOV3224
0x0196      [47]    _NRM3232
0x01C5      [12]    ___CC2DW
0x01D1      [64]    _Lcd_Out
0x0211      [30]    _int2double
0x022F      [40]    _ADC_Read
0x0257      [97]    _Mul_32x32_FP
0x02B8     [183]    _Div_32x32_FP
0x036F      [93]    _double2int
0x03CC      [53]    _Lcd_Chr
0x0401     [105]    _Div_16x16_S
0x046A      [78]    _Lcd_Init
0x04B8     [487]    _main
//** Variables locations ** 
//ADDRESS    SIZE    VARIABLE
//----------------------------------------------
0x0000       [1]    INDF
0x0002       [1]    PCL
0x0003       [1]    STATUS
0x0004       [1]    FSR
0x0006       [1]    PORTB
0x0007       [0]    LCD_D6
0x0007       [0]    LCD_D7
0x0007       [0]    LCD_D5
0x0007       [0]    LCD_RS
0x0007       [0]    LCD_EN
0x0007       [0]    LCD_D4
0x0007       [0]    RC1_bit
0x0007       [0]    RC6_bit
0x0007       [1]    PORTC
0x0007       [0]    RC5_bit
0x0007       [0]    RC2_bit
0x0007       [0]    RC3_bit
0x0007       [0]    RC4_bit
0x0008       [1]    PORTD
0x000A       [1]    PCLATH
0x000B       [1]    INTCON
0x001E       [1]    ADRESH
0x001F       [1]    ADCON0
0x0020       [1]    __math_tempbD
0x002A       [2]    _turnON
0x002C       [2]    _getMoist
0x002E      [12]    ?lstr2_TheProject
0x003A      [12]    ?lstr3_TheProject
0x0046      [10]    ?lstr4_TheProject
0x0050       [2]    _SetMoistL
0x0052       [1]    _buffer
0x0053       [2]    _SetMoist
0x0055       [2]    _cset
0x0057       [2]    _SetMoistR
0x0059       [3]    ?lstr1_TheProject
0x005C       [1]    _vref_mask
0x005D       [2]    _sensingCounter
0x005F       [2]    _screenCounter
0x0061       [2]    ___DoICPAddr
0x0063       [1]    ___saveSTATUS
0x0064       [1]    ___savePCLATH
0x0065       [0]    __Lib_Lcd_cmd_status
0x0066       [1]    FLOC__main
0x0067       [1]    FARG_Lcd_Out_row
0x0067       [1]    FARG_Lcd_Chr_row
0x0068       [1]    FARG_Lcd_Out_column
0x0068       [1]    FARG_Lcd_Chr_column
0x0069       [1]    FARG_Lcd_Out_text
0x0069       [1]    FARG_Lcd_Chr_out_char
0x006A       [1]    Lcd_Out_i_L0
0x006B       [1]    FARG_Lcd_Chr_CP_out_char
0x006C       [1]    FARG_Lcd_Cmd_out_char
0x006D       [1]    FARG_ADC_Read_channel
0x0070       [1]    R0
0x0071       [1]    R1
0x0072       [1]    R2
0x0073       [1]    R3
0x0074       [1]    R4
0x0075       [1]    R5
0x0076       [1]    R6
0x0077       [1]    R7
0x0078       [1]    R8
0x0079       [1]    R9
0x007A       [1]    R10
0x007B       [1]    R11
0x007C       [1]    R12
0x007D       [1]    R13
0x007E       [1]    R14
0x007F       [1]    R15
0x0081       [1]    OPTION_REG
0x0085       [1]    TRISA
0x0086       [1]    TRISB
0x0087       [0]    LCD_D4_Direction
0x0087       [0]    LCD_EN_Direction
0x0087       [0]    LCD_RS_Direction
0x0087       [0]    LCD_D7_Direction
0x0087       [0]    LCD_D6_Direction
0x0087       [0]    LCD_D5_Direction
0x0087       [0]    TRISC3_bit
0x0087       [0]    TRISC4_bit
0x0087       [0]    TRISC1_bit
0x0087       [0]    TRISC2_bit
0x0087       [1]    TRISC
0x0087       [0]    TRISC5_bit
0x0087       [0]    TRISC6_bit
0x0088       [1]    TRISD
0x009E       [1]    ADRESL
0x009F       [1]    ADCON1
//** Constants locations ** 
//ADDRESS    SIZE    CONSTANT
//----------------------------------------------
0x06A5       [2]    ?ICS_turnON
0x06A7       [2]    ?ICS_getMoist
0x06A9      [12]    ?ICS?lstr2_TheProject
0x06B5      [12]    ?ICS?lstr3_TheProject
0x06C1      [10]    ?ICS?lstr4_TheProject
0x06CB       [2]    ?ICS_SetMoistL
0x06CD       [1]    ?ICS_buffer
0x06CE       [2]    ?ICS_SetMoist
0x06D0       [2]    ?ICS_cset
0x06D2       [2]    ?ICS_SetMoistR
0x06D4       [3]    ?ICS?lstr1_TheProject
0x06D7       [1]    ?ICS_vref_mask
